room_length,room_breadth,furniture_0_x,furniture_0_y,furniture_0_orientation,furniture_0_category,furniture_1_x,furniture_1_y,furniture_1_orientation,furniture_1_category,furniture_2_x,furniture_2_y,furniture_2_orientation,furniture_2_category,furniture_3_x,furniture_3_y,furniture_3_orientation,furniture_3_category,output_furniture_0_x,output_furniture_0_y,output_furniture_0_orientation,output_furniture_0_category,output_furniture_1_x,output_furniture_1_y,output_furniture_1_orientation,output_furniture_1_category,output_furniture_2_x,output_furniture_2_y,output_furniture_2_orientation,output_furniture_2_category,output_furniture_3_x,output_furniture_3_y,output_furniture_3_orientation,output_furniture_3_category
6.47,5.34,0.07,0.62,283.72,leather_vintage_sofa,0.7,0.42,173.87,green_sofa,1.36,3.75,21.53,red_brown_sofa,5.79,4.91,195.77,wooden_beige_sofa,0.07,0.62,283.72,leather_vintage_sofa,0.7,0.42,173.87,green_sofa,1.36,3.75,21.53,red_brown_sofa,5.79,4.91,195.77,wooden_beige_sofa
5.21,4.03,1.95,2.21,203.37,brown_sofa,2.13,1.57,281.99,coffee_table,4.22,1.83,296.09,green_sofa,0.26,3.12,226.87,green_sofa,1.95,2.21,203.37,brown_sofa,2.13,1.57,281.99,coffee_table,4.22,1.83,296.09,green_sofa,0.26,3.12,226.87,green_sofa
4.34,8.57,0.3,5.22,290.32,yellow_armchair,3.95,1.89,146.62,green_sofa,3.07,4.63,157.07,hexagonal_top_table,1.75,4.91,85.63,antique_desk,0.3,5.22,290.32,yellow_armchair,3.95,1.89,146.62,green_sofa,3.07,4.63,157.07,hexagonal_top_table,1.75,4.91,85.63,antique_desk
5.08,7.12,1.8,1.31,57.03,hexagonal_top_table,2.24,5.72,324.42,modern_chair,3.59,2.87,269.29,leather_vintage_sofa,2.45,5.68,124.71,antique_desk,1.8,1.31,57.03,hexagonal_top_table,2.24,5.72,324.42,modern_chair,3.59,2.87,269.29,leather_vintage_sofa,2.45,5.68,124.71,antique_desk
4.32,3.31,2.06,2.8,30.41,brown_sofa,3.63,0.57,7.11,white_armchair,1.55,3.31,325.11,red_brown_sofa,4.17,1.59,69.58,coffee_table,2.06,2.8,30.41,brown_sofa,3.63,0.57,7.11,white_armchair,1.55,3.31,325.11,red_brown_sofa,4.17,1.59,69.58,coffee_table
6.52,3.43,4.37,1.98,316.27,brown_sofa,3.14,1.8,56.82,antique_desk,1.33,1.63,172.16,white_armchair,1.73,2.53,358.74,wooden_beige_sofa,4.37,1.98,316.27,brown_sofa,3.14,1.8,56.82,antique_desk,1.33,1.63,172.16,white_armchair,1.73,2.53,358.74,wooden_beige_sofa
5.29,3.4,1.07,3.02,79.99,coffee_table,4.44,0.24,299.68,hexagonal_top_table,2.19,2.1,256.37,red_brown_sofa,2.91,1.13,44.34,antique_desk,1.07,3.02,79.99,coffee_table,4.44,0.24,299.68,hexagonal_top_table,2.19,2.1,256.37,red_brown_sofa,2.91,1.13,44.34,antique_desk
4.41,9.6,4.39,6.41,320.24,coffee_table,1.68,5.13,191.91,antique_desk,4.28,4.14,24.53,hexagonal_top_table,0.15,9.35,173.78,wooden_beige_sofa,4.39,6.41,320.24,coffee_table,1.68,5.13,191.91,antique_desk,4.28,4.14,24.53,hexagonal_top_table,0.15,9.35,173.78,wooden_beige_sofa
7.52,7.24,5.58,4.76,140.91,antique_desk,4.97,5.19,308.3,brown_sofa,6.67,6.38,274.12,green_sofa,3.01,0.1,292.44,red_brown_sofa,5.58,4.76,140.91,antique_desk,4.97,5.19,308.3,brown_sofa,6.67,6.38,274.12,green_sofa,3.01,0.1,292.44,red_brown_sofa
9.75,4.02,8.48,0.45,359.13,green_sofa,6.86,2.47,254.4,hexagonal_top_table,7.38,2.46,324.26,white_armchair,1.18,2.29,353.68,white_armchair,8.48,0.45,359.13,green_sofa,6.86,2.47,254.4,hexagonal_top_table,7.38,2.46,324.26,white_armchair,1.18,2.29,353.68,white_armchair
8.99,9.15,8.97,0.08,346.8,antique_desk,4.05,1.3,43.9,hexagonal_top_table,1.01,3.32,345.44,brown_sofa,0.18,7.47,349.72,hexagonal_top_table,8.97,0.08,346.8,antique_desk,4.05,1.3,43.9,hexagonal_top_table,1.01,3.32,345.44,brown_sofa,0.18,7.47,349.72,hexagonal_top_table
4.74,6.76,3.8,6.56,254.03,hexagonal_top_table,2.53,3.2,356.38,leather_vintage_sofa,0.76,1.5,251.18,red_brown_sofa,3.56,4.15,103.2,hexagonal_top_table,3.8,6.56,254.03,hexagonal_top_table,2.53,3.2,356.38,leather_vintage_sofa,0.76,1.5,251.18,red_brown_sofa,3.56,4.15,103.2,hexagonal_top_table
5.12,4.55,2.79,0.23,100.73,modern_chair,1.28,4.46,337.99,white_armchair,1.93,0.88,44.58,yellow_armchair,3.54,2.06,284.95,modern_chair,2.79,0.23,100.73,modern_chair,1.28,4.46,337.99,white_armchair,1.93,0.88,44.58,yellow_armchair,3.54,2.06,284.95,modern_chair
8.29,9.95,0.76,4.24,26.59,antique_desk,4.62,0.62,89.14,modern_chair,4.65,7.36,0.53,coffee_table,1.19,6.94,276.67,white_armchair,0.76,4.24,26.59,antique_desk,4.62,0.62,89.14,modern_chair,4.65,7.36,0.53,coffee_table,1.19,6.94,276.67,white_armchair
7.36,7.03,1.18,4.63,310.76,green_sofa,1.8,1.89,238.5,wooden_beige_sofa,3.36,3.47,347.63,green_sofa,1.83,3.87,167.94,wooden_beige_sofa,1.18,4.63,310.76,green_sofa,1.8,1.89,238.5,wooden_beige_sofa,3.36,3.47,347.63,green_sofa,1.83,3.87,167.94,wooden_beige_sofa
4.07,7.12,2.77,4.21,143.38,hexagonal_top_table,2.56,0.29,146.42,red_brown_sofa,1.47,0.81,294.2,antique_desk,4.01,5.69,342.0,yellow_armchair,2.77,4.21,143.38,hexagonal_top_table,2.56,0.29,146.42,red_brown_sofa,1.47,0.81,294.2,antique_desk,4.01,5.69,342.0,yellow_armchair
9.11,6.37,4.82,3.19,164.24,modern_chair,2.88,0.72,331.39,hexagonal_top_table,0.19,2.41,215.1,white_armchair,0.18,2.74,150.31,brown_sofa,4.82,3.19,164.24,modern_chair,2.88,0.72,331.39,hexagonal_top_table,0.19,2.41,215.1,white_armchair,0.18,2.74,150.31,brown_sofa
3.62,8.48,2.8,6.08,68.2,red_brown_sofa,2.81,4.02,264.89,wooden_beige_sofa,2.76,3.64,7.03,antique_desk,2.13,4.83,76.45,brown_sofa,2.8,6.08,68.2,red_brown_sofa,2.81,4.02,264.89,wooden_beige_sofa,2.76,3.64,7.03,antique_desk,2.13,4.83,76.45,brown_sofa
7.38,9.7,1.08,4.69,83.82,yellow_armchair,3.71,1.81,226.84,green_sofa,3.52,1.66,259.68,modern_chair,6.37,6.33,158.95,red_brown_sofa,1.08,4.69,83.82,yellow_armchair,3.71,1.81,226.84,green_sofa,3.52,1.66,259.68,modern_chair,6.37,6.33,158.95,red_brown_sofa
4.58,6.59,3.23,5.61,17.43,green_sofa,3.07,2.23,150.6,modern_chair,0.42,1.4,352.17,wooden_beige_sofa,2.01,1.76,235.1,white_armchair,3.23,5.61,17.43,green_sofa,3.07,2.23,150.6,modern_chair,0.42,1.4,352.17,wooden_beige_sofa,2.01,1.76,235.1,white_armchair
7.69,5.36,6.46,2.91,277.5,hexagonal_top_table,0.41,3.95,23.72,brown_sofa,4.7,2.73,102.49,wooden_beige_sofa,2.62,3.95,44.47,antique_desk,6.46,2.91,277.5,hexagonal_top_table,0.41,3.95,23.72,brown_sofa,4.7,2.73,102.49,wooden_beige_sofa,2.62,3.95,44.47,antique_desk
6.9,4.69,5.37,3.06,289.24,green_sofa,0.86,1.5,158.85,brown_sofa,1.49,1.6,74.88,white_armchair,5.09,0.1,249.05,wooden_beige_sofa,5.37,3.06,289.24,green_sofa,0.86,1.5,158.85,brown_sofa,1.49,1.6,74.88,white_armchair,5.09,0.1,249.05,wooden_beige_sofa
4.69,7.91,1.59,1.88,107.12,leather_vintage_sofa,3.87,6.49,114.68,yellow_armchair,0.89,5.3,166.77,red_brown_sofa,2.16,3.32,27.36,red_brown_sofa,1.59,1.88,107.12,leather_vintage_sofa,3.87,6.49,114.68,yellow_armchair,0.89,5.3,166.77,red_brown_sofa,2.16,3.32,27.36,red_brown_sofa
5.22,5.07,1.08,3.66,173.91,red_brown_sofa,3.07,2.8,102.41,wooden_beige_sofa,1.56,4.86,225.75,modern_chair,0.83,4.11,147.36,leather_vintage_sofa,1.08,3.66,173.91,red_brown_sofa,3.07,2.8,102.41,wooden_beige_sofa,1.56,4.86,225.75,modern_chair,0.83,4.11,147.36,leather_vintage_sofa
8.76,7.5,1.25,4.46,11.78,hexagonal_top_table,4.53,2.7,169.84,coffee_table,3.6,2.76,274.1,hexagonal_top_table,1.03,0.79,243.34,wooden_beige_sofa,1.25,4.46,11.78,hexagonal_top_table,4.53,2.7,169.84,coffee_table,3.6,2.76,274.1,hexagonal_top_table,1.03,0.79,243.34,wooden_beige_sofa
6.54,9.47,0.63,7.81,277.04,modern_chair,1.88,8.76,177.91,brown_sofa,0.51,7.1,9.75,green_sofa,2.58,2.71,30.93,red_brown_sofa,0.63,7.81,277.04,modern_chair,1.88,8.76,177.91,brown_sofa,0.51,7.1,9.75,green_sofa,2.58,2.71,30.93,red_brown_sofa
5.5,4.16,3.14,3.94,352.19,white_armchair,2.42,1.11,283.83,antique_desk,2.21,1.88,281.09,yellow_armchair,4.65,1.1,116.56,coffee_table,3.14,3.94,352.19,white_armchair,2.42,1.11,283.83,antique_desk,2.21,1.88,281.09,yellow_armchair,4.65,1.1,116.56,coffee_table
3.53,6.17,3.4,2.84,217.53,yellow_armchair,2.55,2.67,84.87,hexagonal_top_table,1.98,1.71,182.53,modern_chair,1.25,3.12,186.73,red_brown_sofa,3.4,2.84,217.53,yellow_armchair,2.55,2.67,84.87,hexagonal_top_table,1.98,1.71,182.53,modern_chair,1.25,3.12,186.73,red_brown_sofa
7.55,6.13,6.11,2.4,266.22,leather_vintage_sofa,3.73,2.51,195.52,coffee_table,2.41,5.64,158.85,green_sofa,6.2,4.4,218.18,modern_chair,6.11,2.4,266.22,leather_vintage_sofa,3.73,2.51,195.52,coffee_table,2.41,5.64,158.85,green_sofa,6.2,4.4,218.18,modern_chair
6.26,4.4,3.3,1.48,68.08,coffee_table,4.05,4.33,72.1,red_brown_sofa,1.93,3.98,141.31,green_sofa,4.4,1.09,88.45,antique_desk,3.3,1.48,68.08,coffee_table,4.05,4.33,72.1,red_brown_sofa,1.93,3.98,141.31,green_sofa,4.4,1.09,88.45,antique_desk
3.51,7.22,2.93,5.27,198.63,wooden_beige_sofa,0.39,5.58,232.03,wooden_beige_sofa,1.67,6.06,142.69,white_armchair,1.98,5.75,137.41,white_armchair,2.93,5.27,198.63,wooden_beige_sofa,0.39,5.58,232.03,wooden_beige_sofa,1.67,6.06,142.69,white_armchair,1.98,5.75,137.41,white_armchair
5.69,3.38,1.0,3.0,278.08,antique_desk,4.38,0.7,227.51,antique_desk,4.68,3.2,232.38,brown_sofa,0.46,1.47,26.51,yellow_armchair,1.0,3.0,278.08,antique_desk,4.38,0.7,227.51,antique_desk,4.68,3.2,232.38,brown_sofa,0.46,1.47,26.51,yellow_armchair
3.57,7.87,1.34,0.64,295.62,red_brown_sofa,0.04,6.64,128.51,red_brown_sofa,2.05,7.36,346.48,yellow_armchair,0.12,2.77,209.26,white_armchair,1.34,0.64,295.62,red_brown_sofa,0.04,6.64,128.51,red_brown_sofa,2.05,7.36,346.48,yellow_armchair,0.12,2.77,209.26,white_armchair
7.98,3.36,6.24,1.51,6.64,coffee_table,3.98,1.11,232.28,brown_sofa,4.36,2.62,308.88,modern_chair,6.64,3.35,36.54,wooden_beige_sofa,6.24,1.51,6.64,coffee_table,3.98,1.11,232.28,brown_sofa,4.36,2.62,308.88,modern_chair,6.64,3.35,36.54,wooden_beige_sofa
8.01,4.12,3.41,1.93,356.28,antique_desk,5.46,2.81,36.12,wooden_beige_sofa,5.05,2.91,117.81,wooden_beige_sofa,0.6,3.37,231.1,brown_sofa,3.41,1.93,356.28,antique_desk,5.46,2.81,36.12,wooden_beige_sofa,5.05,2.91,117.81,wooden_beige_sofa,0.6,3.37,231.1,brown_sofa
3.17,3.12,2.93,1.64,293.64,wooden_beige_sofa,2.72,2.97,254.77,red_brown_sofa,3.08,1.89,298.65,wooden_beige_sofa,2.48,0.27,56.58,red_brown_sofa,2.93,1.64,293.64,wooden_beige_sofa,2.72,2.97,254.77,red_brown_sofa,3.08,1.89,298.65,wooden_beige_sofa,2.48,0.27,56.58,red_brown_sofa
4.54,9.42,4.38,1.45,324.14,white_armchair,0.36,6.11,128.14,yellow_armchair,1.53,1.88,9.37,green_sofa,1.22,5.49,125.94,red_brown_sofa,4.38,1.45,324.14,white_armchair,0.36,6.11,128.14,yellow_armchair,1.53,1.88,9.37,green_sofa,1.22,5.49,125.94,red_brown_sofa
7.18,4.46,3.59,2.6,337.23,hexagonal_top_table,1.5,2.51,176.3,white_armchair,3.55,2.79,121.53,coffee_table,5.93,2.22,32.37,antique_desk,3.59,2.6,337.23,hexagonal_top_table,1.5,2.51,176.3,white_armchair,3.55,2.79,121.53,coffee_table,5.93,2.22,32.37,antique_desk
6.69,9.42,0.63,1.88,184.65,hexagonal_top_table,6.01,6.76,217.09,antique_desk,0.33,9.02,226.84,coffee_table,0.56,3.44,3.59,brown_sofa,0.63,1.88,184.65,hexagonal_top_table,6.01,6.76,217.09,antique_desk,0.33,9.02,226.84,coffee_table,0.56,3.44,3.59,brown_sofa
9.06,5.78,8.68,1.77,49.98,antique_desk,0.28,1.86,31.46,modern_chair,3.01,0.54,190.26,hexagonal_top_table,4.13,0.5,343.05,hexagonal_top_table,8.68,1.77,49.98,antique_desk,0.28,1.86,31.46,modern_chair,3.01,0.54,190.26,hexagonal_top_table,4.13,0.5,343.05,hexagonal_top_table
9.62,9.39,6.79,4.22,186.49,coffee_table,2.72,8.87,83.23,yellow_armchair,7.44,0.01,322.03,brown_sofa,0.1,8.79,232.21,hexagonal_top_table,6.79,4.22,186.49,coffee_table,2.72,8.87,83.23,yellow_armchair,7.44,0.01,322.03,brown_sofa,0.1,8.79,232.21,hexagonal_top_table
6.86,9.2,5.25,7.28,62.71,brown_sofa,0.15,6.01,14.56,red_brown_sofa,5.26,3.32,329.35,red_brown_sofa,1.68,2.89,261.16,modern_chair,5.25,7.28,62.71,brown_sofa,0.15,6.01,14.56,red_brown_sofa,5.26,3.32,329.35,red_brown_sofa,1.68,2.89,261.16,modern_chair
3.39,7.01,0.98,1.3,304.35,antique_desk,1.31,4.1,236.34,red_brown_sofa,0.41,0.52,144.46,brown_sofa,0.41,0.3,333.98,brown_sofa,0.98,1.3,304.35,antique_desk,1.31,4.1,236.34,red_brown_sofa,0.41,0.52,144.46,brown_sofa,0.41,0.3,333.98,brown_sofa
6.69,9.47,3.09,3.86,334.29,hexagonal_top_table,1.35,5.46,141.63,coffee_table,4.08,3.71,243.99,red_brown_sofa,4.3,3.73,184.01,red_brown_sofa,3.09,3.86,334.29,hexagonal_top_table,1.35,5.46,141.63,coffee_table,4.08,3.71,243.99,red_brown_sofa,4.3,3.73,184.01,red_brown_sofa
8.7,5.01,6.91,1.37,120.89,yellow_armchair,3.38,2.4,266.85,wooden_beige_sofa,5.17,0.82,115.76,brown_sofa,0.17,0.16,187.55,green_sofa,6.91,1.37,120.89,yellow_armchair,3.38,2.4,266.85,wooden_beige_sofa,5.17,0.82,115.76,brown_sofa,0.17,0.16,187.55,green_sofa
9.88,6.42,6.78,3.42,319.51,red_brown_sofa,9.6,0.88,182.14,modern_chair,6.5,0.55,122.86,modern_chair,6.04,2.73,111.36,red_brown_sofa,6.78,3.42,319.51,red_brown_sofa,9.6,0.88,182.14,modern_chair,6.5,0.55,122.86,modern_chair,6.04,2.73,111.36,red_brown_sofa
8.45,9.73,7.95,0.21,113.82,brown_sofa,5.04,5.3,117.78,hexagonal_top_table,1.99,8.62,135.03,hexagonal_top_table,1.15,0.64,226.88,coffee_table,7.95,0.21,113.82,brown_sofa,5.04,5.3,117.78,hexagonal_top_table,1.99,8.62,135.03,hexagonal_top_table,1.15,0.64,226.88,coffee_table
9.35,6.79,8.86,3.35,144.57,red_brown_sofa,3.03,5.23,35.47,modern_chair,2.3,1.96,291.0,antique_desk,9.28,6.34,88.22,wooden_beige_sofa,8.86,3.35,144.57,red_brown_sofa,3.03,5.23,35.47,modern_chair,2.3,1.96,291.0,antique_desk,9.28,6.34,88.22,wooden_beige_sofa
5.71,9.01,2.87,6.88,182.37,coffee_table,3.0,3.21,349.01,leather_vintage_sofa,5.02,6.58,289.04,antique_desk,4.36,0.62,233.58,white_armchair,2.87,6.88,182.37,coffee_table,3.0,3.21,349.01,leather_vintage_sofa,5.02,6.58,289.04,antique_desk,4.36,0.62,233.58,white_armchair
5.11,3.9,2.19,1.31,341.76,white_armchair,4.44,2.35,159.25,modern_chair,1.49,3.69,71.69,hexagonal_top_table,3.6,0.32,261.39,antique_desk,2.19,1.31,341.76,white_armchair,4.44,2.35,159.25,modern_chair,1.49,3.69,71.69,hexagonal_top_table,3.6,0.32,261.39,antique_desk
9.47,6.29,3.04,2.34,77.88,yellow_armchair,4.82,4.51,11.21,antique_desk,4.44,1.34,267.7,red_brown_sofa,3.33,5.89,315.89,green_sofa,3.04,2.34,77.88,yellow_armchair,4.82,4.51,11.21,antique_desk,4.44,1.34,267.7,red_brown_sofa,3.33,5.89,315.89,green_sofa
3.58,6.92,2.08,1.33,278.69,red_brown_sofa,2.7,3.71,114.78,brown_sofa,1.92,6.11,116.19,antique_desk,3.5,4.6,257.6,green_sofa,2.08,1.33,278.69,red_brown_sofa,2.7,3.71,114.78,brown_sofa,1.92,6.11,116.19,antique_desk,3.5,4.6,257.6,green_sofa
4.7,7.49,4.57,6.95,97.95,green_sofa,2.62,0.97,148.32,brown_sofa,3.21,5.11,222.38,antique_desk,3.46,1.65,279.93,antique_desk,4.57,6.95,97.95,green_sofa,2.62,0.97,148.32,brown_sofa,3.21,5.11,222.38,antique_desk,3.46,1.65,279.93,antique_desk
6.56,3.09,2.22,2.56,225.18,antique_desk,6.09,0.33,150.88,red_brown_sofa,2.41,2.1,42.13,leather_vintage_sofa,0.66,2.44,135.46,leather_vintage_sofa,2.22,2.56,225.18,antique_desk,6.09,0.33,150.88,red_brown_sofa,2.41,2.1,42.13,leather_vintage_sofa,0.66,2.44,135.46,leather_vintage_sofa
8.9,3.79,8.71,3.36,345.08,antique_desk,5.63,2.34,32.0,hexagonal_top_table,3.48,0.77,192.34,coffee_table,8.31,3.73,103.31,modern_chair,8.71,3.36,345.08,antique_desk,5.63,2.34,32.0,hexagonal_top_table,3.48,0.77,192.34,coffee_table,8.31,3.73,103.31,modern_chair
4.59,7.91,2.63,1.2,201.72,red_brown_sofa,3.22,6.81,262.8,hexagonal_top_table,3.24,2.07,56.33,red_brown_sofa,0.35,5.7,155.55,antique_desk,2.63,1.2,201.72,red_brown_sofa,3.22,6.81,262.8,hexagonal_top_table,3.24,2.07,56.33,red_brown_sofa,0.35,5.7,155.55,antique_desk
6.66,5.54,6.4,3.08,170.44,coffee_table,6.17,3.96,261.13,modern_chair,0.93,0.98,69.0,leather_vintage_sofa,4.86,4.43,14.58,yellow_armchair,6.4,3.08,170.44,coffee_table,6.17,3.96,261.13,modern_chair,0.93,0.98,69.0,leather_vintage_sofa,4.86,4.43,14.58,yellow_armchair
9.95,3.83,7.37,0.58,258.26,hexagonal_top_table,2.09,2.43,153.2,coffee_table,1.73,0.36,211.51,yellow_armchair,9.64,2.55,110.26,antique_desk,7.37,0.58,258.26,hexagonal_top_table,2.09,2.43,153.2,coffee_table,1.73,0.36,211.51,yellow_armchair,9.64,2.55,110.26,antique_desk
8.87,8.12,6.87,3.77,23.11,coffee_table,3.44,7.79,336.86,red_brown_sofa,6.01,7.06,171.03,wooden_beige_sofa,7.41,1.02,191.54,modern_chair,6.87,3.77,23.11,coffee_table,3.44,7.79,336.86,red_brown_sofa,6.01,7.06,171.03,wooden_beige_sofa,7.41,1.02,191.54,modern_chair
6.36,3.16,5.32,1.16,200.19,modern_chair,0.4,1.09,49.72,antique_desk,0.9,0.09,180.75,hexagonal_top_table,3.21,0.19,115.54,hexagonal_top_table,5.32,1.16,200.19,modern_chair,0.4,1.09,49.72,antique_desk,0.9,0.09,180.75,hexagonal_top_table,3.21,0.19,115.54,hexagonal_top_table
6.27,3.56,0.25,0.84,109.77,hexagonal_top_table,0.55,0.45,0.31,wooden_beige_sofa,5.81,0.71,205.38,wooden_beige_sofa,0.19,1.34,52.18,green_sofa,0.25,0.84,109.77,hexagonal_top_table,0.55,0.45,0.31,wooden_beige_sofa,5.81,0.71,205.38,wooden_beige_sofa,0.19,1.34,52.18,green_sofa
7.74,6.41,7.24,3.67,304.33,green_sofa,4.98,5.12,168.94,modern_chair,5.49,3.71,169.63,yellow_armchair,6.25,4.88,30.57,white_armchair,7.24,3.67,304.33,green_sofa,4.98,5.12,168.94,modern_chair,5.49,3.71,169.63,yellow_armchair,6.25,4.88,30.57,white_armchair
3.43,3.65,3.1,1.78,191.45,modern_chair,2.62,0.43,70.01,red_brown_sofa,0.2,2.58,303.6,antique_desk,1.6,0.78,91.37,antique_desk,3.1,1.78,191.45,modern_chair,2.62,0.43,70.01,red_brown_sofa,0.2,2.58,303.6,antique_desk,1.6,0.78,91.37,antique_desk
4.35,8.3,3.07,6.14,158.12,wooden_beige_sofa,0.74,0.86,313.98,white_armchair,2.36,7.24,267.53,antique_desk,3.94,5.03,53.14,antique_desk,3.07,6.14,158.12,wooden_beige_sofa,0.74,0.86,313.98,white_armchair,2.36,7.24,267.53,antique_desk,3.94,5.03,53.14,antique_desk
8.35,5.3,8.06,5.13,52.02,yellow_armchair,1.85,3.33,214.93,leather_vintage_sofa,4.66,4.07,2.77,green_sofa,7.54,0.52,353.31,red_brown_sofa,8.06,5.13,52.02,yellow_armchair,1.85,3.33,214.93,leather_vintage_sofa,4.66,4.07,2.77,green_sofa,7.54,0.52,353.31,red_brown_sofa
6.26,6.19,3.47,3.87,65.11,yellow_armchair,5.25,3.28,100.87,wooden_beige_sofa,4.52,3.54,173.44,coffee_table,1.79,6.15,269.29,antique_desk,3.47,3.87,65.11,yellow_armchair,5.25,3.28,100.87,wooden_beige_sofa,4.52,3.54,173.44,coffee_table,1.79,6.15,269.29,antique_desk
9.17,7.61,5.28,3.79,4.5,red_brown_sofa,3.33,1.62,9.86,antique_desk,8.86,7.43,302.46,hexagonal_top_table,3.13,0.17,291.42,red_brown_sofa,5.28,3.79,4.5,red_brown_sofa,3.33,1.62,9.86,antique_desk,8.86,7.43,302.46,hexagonal_top_table,3.13,0.17,291.42,red_brown_sofa
4.43,9.48,0.6,4.39,162.82,wooden_beige_sofa,1.35,1.56,339.18,modern_chair,1.87,5.24,97.97,yellow_armchair,1.34,3.79,70.04,green_sofa,0.6,4.39,162.82,wooden_beige_sofa,1.35,1.56,339.18,modern_chair,1.87,5.24,97.97,yellow_armchair,1.34,3.79,70.04,green_sofa
6.34,6.76,3.93,4.42,99.42,modern_chair,5.43,5.36,259.21,red_brown_sofa,1.49,0.22,352.26,green_sofa,4.6,3.36,117.46,green_sofa,3.93,4.42,99.42,modern_chair,5.43,5.36,259.21,red_brown_sofa,1.49,0.22,352.26,green_sofa,4.6,3.36,117.46,green_sofa
5.49,5.76,2.03,1.94,218.08,antique_desk,0.6,3.5,130.64,green_sofa,0.17,2.42,158.72,yellow_armchair,0.66,0.32,211.46,red_brown_sofa,2.03,1.94,218.08,antique_desk,0.6,3.5,130.64,green_sofa,0.17,2.42,158.72,yellow_armchair,0.66,0.32,211.46,red_brown_sofa
6.32,5.96,3.44,1.7,12.59,green_sofa,2.49,2.59,264.74,leather_vintage_sofa,1.33,0.08,32.69,yellow_armchair,0.61,3.25,263.94,wooden_beige_sofa,3.44,1.7,12.59,green_sofa,2.49,2.59,264.74,leather_vintage_sofa,1.33,0.08,32.69,yellow_armchair,0.61,3.25,263.94,wooden_beige_sofa
4.51,3.99,2.49,2.41,274.14,leather_vintage_sofa,3.04,1.63,356.33,green_sofa,0.72,1.89,328.49,green_sofa,2.5,1.14,222.26,wooden_beige_sofa,2.49,2.41,274.14,leather_vintage_sofa,3.04,1.63,356.33,green_sofa,0.72,1.89,328.49,green_sofa,2.5,1.14,222.26,wooden_beige_sofa
9.72,5.28,5.68,4.45,182.86,modern_chair,1.78,1.77,52.92,brown_sofa,6.33,3.07,43.77,leather_vintage_sofa,9.69,5.27,50.48,yellow_armchair,5.68,4.45,182.86,modern_chair,1.78,1.77,52.92,brown_sofa,6.33,3.07,43.77,leather_vintage_sofa,9.69,5.27,50.48,yellow_armchair
8.16,4.35,7.29,4.11,76.65,modern_chair,2.28,0.88,95.1,leather_vintage_sofa,0.59,4.25,170.5,white_armchair,7.14,4.19,334.22,white_armchair,7.29,4.11,76.65,modern_chair,2.28,0.88,95.1,leather_vintage_sofa,0.59,4.25,170.5,white_armchair,7.14,4.19,334.22,white_armchair
9.09,3.01,2.88,1.57,10.25,red_brown_sofa,0.97,1.46,136.85,white_armchair,3.43,1.1,357.24,antique_desk,5.55,0.75,193.64,leather_vintage_sofa,2.88,1.57,10.25,red_brown_sofa,0.97,1.46,136.85,white_armchair,3.43,1.1,357.24,antique_desk,5.55,0.75,193.64,leather_vintage_sofa
7.44,3.47,7.19,2.16,26.32,green_sofa,2.98,1.26,164.86,brown_sofa,2.0,3.4,37.6,green_sofa,0.13,0.37,95.92,yellow_armchair,7.19,2.16,26.32,green_sofa,2.98,1.26,164.86,brown_sofa,2.0,3.4,37.6,green_sofa,0.13,0.37,95.92,yellow_armchair
5.3,6.92,0.85,6.82,301.97,wooden_beige_sofa,0.59,5.5,47.55,leather_vintage_sofa,3.9,5.49,58.24,antique_desk,3.88,0.7,17.7,green_sofa,0.85,6.82,301.97,wooden_beige_sofa,0.59,5.5,47.55,leather_vintage_sofa,3.9,5.49,58.24,antique_desk,3.88,0.7,17.7,green_sofa
5.25,9.1,4.64,8.08,98.81,white_armchair,2.82,1.83,119.94,antique_desk,3.85,6.9,236.25,green_sofa,0.78,6.42,97.18,antique_desk,4.64,8.08,98.81,white_armchair,2.82,1.83,119.94,antique_desk,3.85,6.9,236.25,green_sofa,0.78,6.42,97.18,antique_desk
9.59,6.15,2.41,5.75,73.12,leather_vintage_sofa,5.56,0.61,188.92,wooden_beige_sofa,7.31,5.66,66.54,green_sofa,2.58,1.18,286.86,red_brown_sofa,2.41,5.75,73.12,leather_vintage_sofa,5.56,0.61,188.92,wooden_beige_sofa,7.31,5.66,66.54,green_sofa,2.58,1.18,286.86,red_brown_sofa
5.82,4.1,4.67,0.05,262.9,wooden_beige_sofa,5.43,4.02,141.22,yellow_armchair,1.75,1.53,268.37,yellow_armchair,2.31,1.31,287.76,modern_chair,4.67,0.05,262.9,wooden_beige_sofa,5.43,4.02,141.22,yellow_armchair,1.75,1.53,268.37,yellow_armchair,2.31,1.31,287.76,modern_chair
3.77,8.07,2.35,3.83,211.13,modern_chair,2.93,2.82,28.71,green_sofa,2.74,6.99,91.14,green_sofa,3.26,1.54,337.15,hexagonal_top_table,2.35,3.83,211.13,modern_chair,2.93,2.82,28.71,green_sofa,2.74,6.99,91.14,green_sofa,3.26,1.54,337.15,hexagonal_top_table
6.92,5.52,2.64,2.48,40.39,yellow_armchair,1.06,2.09,277.6,wooden_beige_sofa,3.61,3.2,270.61,wooden_beige_sofa,3.42,4.13,257.11,yellow_armchair,2.64,2.48,40.39,yellow_armchair,1.06,2.09,277.6,wooden_beige_sofa,3.61,3.2,270.61,wooden_beige_sofa,3.42,4.13,257.11,yellow_armchair
